Himalayan Highlands,1,
40.84888887526724,-73.87653153178171,
40.84886924907419,-73.87662302314307,
40.84881121391401,-73.87659290101664,
40.84878218891822,-73.87664736709553,
40.84871520167777,-73.87667438261913,
40.84870720980001,-73.87671606470428,
40.84872478322416,-73.87677252259319,
40.8487074458848,-73.87679887316786,
40.84862965893937,-73.87680076460765,
40.84861420618751,-73.87678029680521,
40.84863916940999,-73.87672475814229,
40.84857985918993,-73.87665958511299,
40.84849131931125,-73.87672121371506,
40.84841061711192,-73.87665987516533,
40.84841574339224,-73.87660998326017,
40.84846624402203,-73.87655940392024,
40.84845081837533,-73.87650311642318,
40.84841432506324,-73.8765065080864,
40.84835065043647,-73.87654857876329,
40.84831986969753,-73.87645721215335,
40.848394275077,-73.87642645841359,
40.84834794322342,-73.87626812929193,
40.84847233221265,-73.87619089797174,
40.84852505102808,-73.8762349082705,
40.84857110290422,-73.87636650661852,
40.84868736255524,-73.87637348640025,
40.8487847936608,-73.87649019038905,
40.84888887526724,-73.87653153178171,
